Name, Time, ActionType, 撿甘蔗次數, 玩家對話紀錄
2班11號, 2024/4/25 上午 10:09:21, 和藍色荷蘭人A長官說話, 15, 
2班11號, 2024/4/25 上午 10:09:29, 和藍色荷蘭人A長官說話, 15, 
2班11號, 2024/4/25 上午 10:09:58, 和藍色荷蘭人A長官說話, 15, 
2班11號, 2024/4/25 上午 10:10:16, 和藍色荷蘭人A長官說話, 15, 
2班11號, 2024/4/25 上午 10:10:21, 和藍色荷蘭人A長官說話, 15, 
2班11號, 2024/4/25 上午 10:10:27, 和藍色荷蘭人A長官說話, 15, 
2班11號, 2024/4/25 上午 10:10:27, 和藍色荷蘭人A長官說話, 15, 
2班11號, 2024/4/25 上午 10:10:29, 和藍色荷蘭人A長官說話, 15, 
2班11號, 2024/4/25 上午 10:10:29, 和藍色荷蘭人A長官說話, 15, 
2班11號, 2024/4/25 上午 10:10:33, 和藍色荷蘭人A長官說話, 15, 
2班11號, 2024/4/25 上午 10:10:45, 和藍色荷蘭人A長官說話, 15, 
2班11號, 2024/4/25 上午 10:10:48, 和藍色荷蘭人A長官說話, 15, 
2班11號, 2024/4/25 上午 10:11:24, 使用者進入了郭懷一區域, 15, 
2班11號, 2024/4/25 上午 10:11:31, 和郭懷一說話, 15, 
2班11號, 2024/4/25 上午 10:11:56, 撿取甘蔗, 16, 
2班11號, 2024/4/25 上午 10:12:04, 撿取甘蔗, 17, 
2班11號, 2024/4/25 上午 10:12:10, 撿取甘蔗, 18, 
2班11號, 2024/4/25 上午 10:12:14, 使用者進入了郭懷一區域, 18, 
2班11號, 2024/4/25 上午 10:12:15, 使用者進入了郭懷一區域, 18, 
2班11號, 2024/4/25 上午 10:12:48, 和郭懷一說話, 18, 
2班11號, 2024/4/25 上午 10:18:23, 和郭懷一說話, 18, 
2班11號, 2024/4/25 上午 10:18:27, 和郭懷一說話, 18, 
2班11號, 2024/4/25 上午 10:18:49, 使用者進入了郭懷一區域, 18, 
2班11號, 2024/4/25 上午 10:19:05, 使用者進入了荷蘭人A區域, 18, 
2班11號, 2024/4/25 上午 10:19:09, 和黑色荷蘭人說話, 18, 
2班11號, 2024/4/25 上午 10:19:17, 成功完成，3.蔗糖是荷蘭人重要的經濟來源(找到荷蘭人並繳交甘蔗), 18, 
2班11號, 2024/4/25 上午 10:19:30, 使用者進入了郭懷一區域, 18, 
2班11號, 2024/4/25 上午 10:19:32, 和郭懷一說話, 18, 
2班11號, 2024/4/25 上午 10:19:50, 和郭懷一說話, 18, 
2班11號, 2024/4/25 上午 10:20:00, 和郭懷一說話, 18, 
2班11號, 2024/4/25 上午 10:20:10, 和郭懷一說話, 18, 
2班11號, 2024/4/25 上午 10:20:28, 和綠色衣服男子對話, 18, 
2班11號, 2024/4/25 上午 10:20:30, 和被荷蘭人要求繳稅並且提示甘蔗田位置的農場工人NPC對話, 18, 
2班11號, 2024/4/25 上午 10:20:45, 和紅色衣服男子對話, 18, 
2班11號, 2024/4/25 上午 10:20:51, 使用者進入了甘蔗田, 18, 
2班11號, 2024/4/25 上午 10:20:54, 撿取甘蔗, 19, 
2班11號, 2024/4/25 上午 10:20:59, 撿取甘蔗, 20, 
2班11號, 2024/4/25 上午 10:21:19, 使用者進入了郭懷一區域, 20, 
2班11號, 2024/4/25 上午 10:21:20, 和郭懷一說話, 20, 
2班11號, 2024/4/25 上午 10:21:22, 和郭懷一說話, 20, 
2班11號, 2024/4/25 上午 10:21:46, 使用者進入了荷蘭人B區域, 20, 
2班11號, 2024/4/25 上午 10:21:52, 和藍色荷蘭人A長官說話, 20, 
2班11號, 2024/4/25 上午 10:21:54, 和藍色荷蘭人A長官說話, 20, 
2班11號, 2024/4/25 上午 10:21:58, 和藍色荷蘭人A長官說話, 20, 
2班11號, 2024/4/25 上午 10:21:58, 和藍色荷蘭人A長官說話, 20, 
