Name, Time, ActionType, 撿甘蔗次數, 玩家對話紀錄
8班8號, 2024/4/24 上午 11:41:45, 使用者查看了操作說明版, 0, 
8班8號, 2024/4/24 上午 11:42:04, 使用者進入了甘蔗田, 0, 
8班8號, 2024/4/24 上午 11:42:14, 成功完成，2.了解荷蘭開墾台灣的規劃(尋找甘蔗), 0, 
8班8號, 2024/4/24 上午 11:42:14, 撿取甘蔗, 1, 
8班8號, 2024/4/24 上午 11:42:17, 撿取甘蔗, 2, 
8班8號, 2024/4/24 上午 11:42:22, 成功播放，2.甘蔗語音, 2, 
8班8號, 2024/4/24 上午 11:43:23, 碰到驚嘆號, 2, 
8班8號, 2024/4/24 上午 11:43:23, 使用者進入了竹簡區域, 2, 
8班8號, 2024/4/24 上午 11:43:26, 成功完成，1.認識抗荷的背景(前往竹簡), 2, 
8班8號, 2024/4/24 上午 11:43:37, 使用者進入了荷蘭人A區域, 2, 
8班8號, 2024/4/24 上午 11:43:40, 和黑色荷蘭人說話, 2, 
8班8號, 2024/4/24 上午 11:43:47, 成功完成，3.蔗糖是荷蘭人重要的經濟來源(找到荷蘭人並繳交甘蔗), 2, 
8班8號, 2024/4/24 上午 11:43:49, 和黑色荷蘭人說話, 2, 
8班8號, 2024/4/24 上午 11:44:07, 使用者進入了郭懷一區域, 2, 
8班8號, 2024/4/24 上午 11:44:11, 和郭懷一說話, 2, 
8班8號, 2024/4/24 上午 11:44:19, 成功完成，4.認識郭懷一擔任使節的原由、郭懷一抗荷蘭的成因(獲得文件), 2, 
8班8號, 2024/4/24 上午 11:44:22, 撿取郭懷一人偶, 2, 
8班8號, 2024/4/24 上午 11:44:22, 撿取郭懷一人偶, 2, 
8班8號, 2024/4/24 上午 11:44:35, 撿取郭懷一人偶, 2, 
8班8號, 2024/4/24 上午 11:44:38, 撿取郭懷一人偶, 2, 
8班8號, 2024/4/24 上午 11:44:41, 成功播放，1.郭懷一的小人偶語音, 2, 
8班8號, 2024/4/24 上午 11:44:47, 拾取文件, 2, 
8班8號, 2024/4/24 上午 11:45:10, 拾取文件, 2, 
8班8號, 2024/4/24 上午 11:45:12, 拾取文件, 2, 
8班8號, 2024/4/24 上午 11:45:16, 成功播放，3.郭懷一的筆記文件語音, 2, 
8班8號, 2024/4/24 上午 11:45:18, 拾取文件, 2, 
8班8號, 2024/4/24 上午 11:45:18, 拾取文件, 2, 
8班8號, 2024/4/24 上午 11:45:21, 撿取郭懷一人偶, 2, 
8班8號, 2024/4/24 上午 11:45:45, 使用者進入了荷蘭人B區域, 2, 
8班8號, 2024/4/24 上午 11:45:46, 和藍色荷蘭人A長官說話, 2, 
8班8號, 2024/4/24 上午 11:46:02, 成功完成，5.荷蘭如何治理與處置反抗民眾(找藍色衣服荷蘭人的對話), 2, 
8班8號, 2024/4/24 上午 11:46:06, 和藍色荷蘭人A長官說話, 2, 
8班8號, 2024/4/24 上午 11:47:22, 從第一單元回到回到關卡選擇大廳, 2, 
2班22號, 2024/4/25 上午 09:53:06, 進入第一單元, 0, 
2班22號, 2024/4/25 上午 09:53:46, 進入單元任務說明區域, 0, 
2班22號, 2024/4/25 上午 09:54:25, 使用者進入了郭懷一區域, 0, 
2班22號, 2024/4/25 上午 09:55:01, 使用者進入了甘蔗田, 0, 
2班22號, 2024/4/25 上午 09:55:14, 成功完成，2.了解荷蘭開墾台灣的規劃(尋找甘蔗), 0, 
2班22號, 2024/4/25 上午 09:55:14, 撿取甘蔗, 1, 
2班22號, 2024/4/25 上午 09:55:18, 撿取甘蔗, 2, 
2班22號, 2024/4/25 上午 09:55:18, 撿取甘蔗, 3, 
2班22號, 2024/4/25 上午 09:55:21, 撿取甘蔗, 4, 
2班22號, 2024/4/25 上午 09:55:37, 撿取甘蔗, 5, 
2班22號, 2024/4/25 上午 09:55:49, 撿取甘蔗, 6, 
2班22號, 2024/4/25 上午 09:56:04, 撿取甘蔗, 7, 
2班22號, 2024/4/25 上午 09:56:33, 撿取甘蔗, 8, 
2班22號, 2024/4/25 上午 09:56:48, 撿取甘蔗, 9, 
2班22號, 2024/4/25 上午 09:56:56, 撿取甘蔗, 10, 
2班22號, 2024/4/25 上午 09:57:03, 撿取甘蔗, 11, 
2班22號, 2024/4/25 上午 09:57:42, 和粉紅衣服男子乙對話, 11, 
2班22號, 2024/4/25 上午 09:57:57, 使用者進入了荷蘭人A區域, 11, 
2班22號, 2024/4/25 上午 09:58:05, 碰到驚嘆號, 11, 
2班22號, 2024/4/25 上午 09:58:06, 使用者進入了竹簡區域, 11, 
2班22號, 2024/4/25 上午 09:59:44, 使用者進入了荷蘭人A區域, 11, 
2班22號, 2024/4/25 上午 10:00:22, 和粉紅衣服男子乙對話, 11, 
2班22號, 2024/4/25 上午 10:01:13, 進入單元任務說明區域, 11, 
2班22號, 2024/4/25 上午 10:01:30, 使用者進入了荷蘭人A區域, 11, 
2班22號, 2024/4/25 上午 10:01:31, 和黑色荷蘭人說話, 11, 
2班22號, 2024/4/25 上午 10:01:53, 和粉紅衣服男子乙對話, 11, 
